filename,date,strain,plasmid,backbone,iptg_concentration
Huseyin2019-10-02.0045.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,200
Huseyin2019-10-02.0046.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,500
Huseyin2019-10-02.0047.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,1000
Huseyin2019-10-02.0048.fcs,2019-10-02,KT 2440,AmeR-F1,pSeva231,2000
Huseyin2019-10-02.0049.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,0
Huseyin2019-10-02.0050.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,5
Huseyin2019-10-02.0051.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,10
Huseyin2019-10-02.0052.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,20
Huseyin2019-10-02.0053.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,30
Huseyin2019-10-02.0054.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,40
Huseyin2019-10-02.0055.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,70
Huseyin2019-10-02.0056.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,100
Huseyin2019-10-02.0057.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,200
Huseyin2019-10-02.0058.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,500
Huseyin2019-10-02.0059.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,1000
Huseyin2019-10-02.0060.fcs,2019-10-02,KT 2440,AmtR-A1,pSeva231,2000
Huseyin2019-10-02.0061.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,0
Huseyin2019-10-02.0062.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,5
Huseyin2019-10-02.0063.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,10
Huseyin2019-10-02.0064.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,20
Huseyin2019-10-02.0065.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,30
Huseyin2019-10-02.0066.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,40
Huseyin2019-10-02.0067.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,70
Huseyin2019-10-02.0068.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,100
Huseyin2019-10-02.0069.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,200
Huseyin2019-10-02.0070.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,500
Huseyin2019-10-02.0071.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,1000
Huseyin2019-10-02.0072.fcs,2019-10-02,KT 2440,BetI-E1,pSeva231,2000
Huseyin2019-10-02.0073.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,0
Huseyin2019-10-02.0074.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,5
Huseyin2019-10-02.0075.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,10
Huseyin2019-10-02.0076.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,20
Huseyin2019-10-02.0077.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,30
Huseyin2019-10-02.0078.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,40
Huseyin2019-10-02.0079.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,70
Huseyin2019-10-02.0080.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,100
Huseyin2019-10-02.0081.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,200
Huseyin2019-10-02.0082.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,500
Huseyin2019-10-02.0083.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,1000
Huseyin2019-10-02.0084.fcs,2019-10-02,KT 2440,BM3R1-B1,pSeva231,2000
Huseyin2019-10-02.0085.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,0
Huseyin2019-10-02.0086.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,5
Huseyin2019-10-02.0087.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,10
Huseyin2019-10-02.0088.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,20
Huseyin2019-10-02.0089.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,30
Huseyin2019-10-02.0090.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,40
Huseyin2019-10-02.0091.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,70
Huseyin2019-10-02.0092.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,100
Huseyin2019-10-02.0093.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,200
Huseyin2019-10-02.0094.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,500
Huseyin2019-10-02.0095.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,1000
Huseyin2019-10-02.0096.fcs,2019-10-02,KT 2440,BM3R1-B2,pSeva231,2000
Huseyin2019-10-02.0101.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,0
Huseyin2019-10-02.0102.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,5
Huseyin2019-10-02.0103.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,10
Huseyin2019-10-02.0104.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,20
Huseyin2019-10-02.0105.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,30
Huseyin2019-10-02.0106.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,40
Huseyin2019-10-02.0107.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,70
Huseyin2019-10-02.0108.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,100
Huseyin2019-10-02.0109.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,200
Huseyin2019-10-02.0110.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,500
Huseyin2019-10-02.0111.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,1000
Huseyin2019-10-02.0112.fcs,2019-10-02,KT 2440,BM3R1-B3,pSeva231,2000
Huseyin2019-10-02.0113.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,0
Huseyin2019-10-02.0114.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,5
Huseyin2019-10-02.0115.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,10
Huseyin2019-10-02.0116.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,20
Huseyin2019-10-02.0117.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,30
Huseyin2019-10-02.0118.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,40
Huseyin2019-10-02.0119.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,70
Huseyin2019-10-02.0120.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,100
Huseyin2019-10-02.0121.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,200
Huseyin2019-10-02.0122.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,500
Huseyin2019-10-02.0123.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,1000
Huseyin2019-10-02.0124.fcs,2019-10-02,KT 2440,HIyIIR-H1,pSeva231,2000
Huseyin2019-10-02.0125.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,0
Huseyin2019-10-02.0126.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,5
Huseyin2019-10-02.0127.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,10
Huseyin2019-10-02.0128.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,20
Huseyin2019-10-02.0129.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,30
Huseyin2019-10-02.0130.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,40
Huseyin2019-10-02.0131.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,70
Huseyin2019-10-02.0132.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,100
Huseyin2019-10-02.0133.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,200
Huseyin2019-10-02.0134.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,500
Huseyin2019-10-02.0135.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,1000
Huseyin2019-10-02.0136.fcs,2019-10-02,KT 2440,lcaRA-I1,pSeva231,2000
Huseyin2019-10-02.0137.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,0
Huseyin2019-10-02.0138.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,5
Huseyin2019-10-02.0139.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,10
Huseyin2019-10-02.0140.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,20
Huseyin2019-10-02.0141.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,30
Huseyin2019-10-02.0142.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,40
Huseyin2019-10-02.0143.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,70
Huseyin2019-10-02.0144.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,100
Huseyin2019-10-02.0145.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,200
Huseyin2019-10-02.0146.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,500
Huseyin2019-10-02.0147.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,1000
Huseyin2019-10-02.0148.fcs,2019-10-02,KT 2440,LitR-L1,pSeva231,2000
Huseyin2019-10-02.0149.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,0
Huseyin2019-10-02.0150.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,5
Huseyin2019-10-02.0151.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,10
Huseyin2019-10-02.0152.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,20
Huseyin2019-10-02.0153.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,30
Huseyin2019-10-02.0154.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,40
Huseyin2019-10-02.0155.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,70
Huseyin2019-10-02.0156.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,100
Huseyin2019-10-02.0157.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,200
Huseyin2019-10-02.0158.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,500
Huseyin2019-10-02.0159.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,1000
Huseyin2019-10-02.0160.fcs,2019-10-02,KT 2440,LmrA-N1,pSeva231,2000
Huseyin2019-10-02.0161.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,0
Huseyin2019-10-02.0162.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,5
Huseyin2019-10-02.0163.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,10
Huseyin2019-10-02.0164.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,20
Huseyin2019-10-02.0165.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,30
Huseyin2019-10-02.0166.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,40
Huseyin2019-10-02.0167.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,70
Huseyin2019-10-02.0168.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,100
Huseyin2019-10-02.0169.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,200
Huseyin2019-10-02.0170.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,500
Huseyin2019-10-02.0171.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,1000
Huseyin2019-10-02.0172.fcs,2019-10-02,KT 2440,PhIF-P1,pSeva231,2000
Huseyin2019-10-02.0173.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,0
Huseyin2019-10-02.0174.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,5
Huseyin2019-10-02.0175.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,10
Huseyin2019-10-02.0176.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,20
Huseyin2019-10-02.0177.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,30
Huseyin2019-10-02.0178.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,40
Huseyin2019-10-02.0179.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,70
Huseyin2019-10-02.0180.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,100
Huseyin2019-10-02.0181.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,200
Huseyin2019-10-02.0182.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,500
Huseyin2019-10-02.0183.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,1000
Huseyin2019-10-02.0184.fcs,2019-10-02,KT 2440,PhIF-P2,pSeva231,2000
Huseyin2019-10-02.0185.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,0
Huseyin2019-10-02.0186.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,5
Huseyin2019-10-02.0187.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,10
Huseyin2019-10-02.0188.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,20
Huseyin2019-10-02.0189.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,30
Huseyin2019-10-02.0190.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,40
Huseyin2019-10-02.0191.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,70
Huseyin2019-10-02.0192.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,100
Huseyin2019-10-02.0193.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,200
Huseyin2019-10-02.0194.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,500
Huseyin2019-10-02.0195.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,1000
Huseyin2019-10-02.0196.fcs,2019-10-02,KT 2440,PhIF-P3,pSeva231,2000
Huseyin2019-10-02.0201.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,0
Huseyin2019-10-02.0202.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,5
Huseyin2019-10-02.0203.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,10
Huseyin2019-10-02.0204.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,20
Huseyin2019-10-02.0205.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,30
Huseyin2019-10-02.0206.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,40
Huseyin2019-10-02.0207.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,70
Huseyin2019-10-02.0208.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,100
Huseyin2019-10-02.0209.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,200
Huseyin2019-10-02.0210.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,500
Huseyin2019-10-02.0211.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,1000
Huseyin2019-10-02.0212.fcs,2019-10-02,KT 2440,PsrA-R1,pSeva231,2000
Huseyin2019-10-02.0213.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,0
Huseyin2019-10-02.0214.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,5
Huseyin2019-10-02.0215.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,10
Huseyin2019-10-02.0216.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,20
Huseyin2019-10-02.0217.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,30
Huseyin2019-10-02.0218.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,40
Huseyin2019-10-02.0219.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,70
Huseyin2019-10-02.0220.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,100
Huseyin2019-10-02.0221.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,200
Huseyin2019-10-02.0222.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,500
Huseyin2019-10-02.0223.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,1000
Huseyin2019-10-02.0224.fcs,2019-10-02,KT 2440,QacR-Q1,pSeva231,2000
Huseyin2019-10-02.0225.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,0
Huseyin2019-10-02.0226.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,5
Huseyin2019-10-02.0227.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,10
Huseyin2019-10-02.0228.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,20
Huseyin2019-10-02.0229.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,30
Huseyin2019-10-02.0230.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,40
Huseyin2019-10-02.0231.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,70
Huseyin2019-10-02.0232.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,100
Huseyin2019-10-02.0233.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,200
Huseyin2019-10-02.0234.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,500
Huseyin2019-10-02.0235.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,1000
Huseyin2019-10-02.0236.fcs,2019-10-02,KT 2440,QacR-Q2,pSeva231,2000
Huseyin2019-10-02.0237.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,0
Huseyin2019-10-02.0238.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,5
Huseyin2019-10-02.0239.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,10
Huseyin2019-10-02.0240.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,20
Huseyin2019-10-02.0241.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,30
Huseyin2019-10-02.0242.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,40
Huseyin2019-10-02.0243.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,70
Huseyin2019-10-02.0244.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,100
Huseyin2019-10-02.0245.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,200
Huseyin2019-10-02.0246.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,500
Huseyin2019-10-02.0247.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,1000
Huseyin2019-10-02.0248.fcs,2019-10-02,KT 2440,SrpR-S1,pSeva231,2000
Huseyin2019-10-02.0249.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,0
Huseyin2019-10-02.0250.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,5
Huseyin2019-10-02.0251.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,10
Huseyin2019-10-02.0252.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,20
Huseyin2019-10-02.0253.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,30
Huseyin2019-10-02.0254.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,40
Huseyin2019-10-02.0255.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,70
Huseyin2019-10-02.0256.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,100
Huseyin2019-10-02.0257.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,200
Huseyin2019-10-02.0258.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,500
Huseyin2019-10-02.0259.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,1000
Huseyin2019-10-02.0260.fcs,2019-10-02,KT 2440,SrpR-S2,pSeva231,2000
Huseyin2019-10-02.0261.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,0
Huseyin2019-10-02.0262.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,5
Huseyin2019-10-02.0263.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,10
Huseyin2019-10-02.0264.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,20
Huseyin2019-10-02.0265.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,30
Huseyin2019-10-02.0266.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,40
Huseyin2019-10-02.0267.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,70
Huseyin2019-10-02.0268.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,100
Huseyin2019-10-02.0269.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,200
Huseyin2019-10-02.0270.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,500
Huseyin2019-10-02.0271.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,1000
Huseyin2019-10-02.0272.fcs,2019-10-02,KT 2440,SrpR-S3,pSeva231,2000
Huseyin2019-10-02.0273.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,0
Huseyin2019-10-02.0274.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,5
Huseyin2019-10-02.0275.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,10
Huseyin2019-10-02.0276.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,20
Huseyin2019-10-02.0277.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,30
Huseyin2019-10-02.0278.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,40
Huseyin2019-10-02.0279.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,70
Huseyin2019-10-02.0280.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,100
Huseyin2019-10-02.0281.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,200
Huseyin2019-10-02.0282.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,500
Huseyin2019-10-02.0283.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,1000
Huseyin2019-10-02.0284.fcs,2019-10-02,KT 2440,SrpR-S4,pSeva231,2000
Huseyin2019-10-02.0285.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,0
Huseyin2019-10-02.0286.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,5
Huseyin2019-10-02.0287.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,10
Huseyin2019-10-02.0288.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,20
Huseyin2019-10-02.0289.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,30
Huseyin2019-10-02.0290.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,40
Huseyin2019-10-02.0291.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,70
Huseyin2019-10-02.0292.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,100
Huseyin2019-10-02.0293.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,200
Huseyin2019-10-02.0294.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,500
Huseyin2019-10-02.0295.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,1000
Huseyin2019-10-02.0296.fcs,2019-10-02,KT 2440,EmptyRow,EmptyRow,2000
Huseyin2019-10-03.0001.fcs,2019-10-03,CC118λPir,1201,pSeva231,0
Huseyin2019-10-03.0002.fcs,2019-10-03,CC118λPir,1201,pSeva231,5
Huseyin2019-10-03.0003.fcs,2019-10-03,CC118λPir,1201,pSeva231,10
Huseyin2019-10-03.0004.fcs,2019-10-03,CC118λPir,1201,pSeva231,20
Huseyin2019-10-03.0005.fcs,2019-10-03,CC118λPir,1201,pSeva231,30
Huseyin2019-10-03.0006.fcs,2019-10-03,CC118λPir,1201,pSeva231,40
Huseyin2019-10-03.0007.fcs,2019-10-03,CC118λPir,1201,pSeva231,70
Huseyin2019-10-03.0008.fcs,2019-10-03,CC118λPir,1201,pSeva231,100
Huseyin2019-10-03.0009.fcs,2019-10-03,CC118λPir,1201,pSeva231,200
Huseyin2019-10-03.0010.fcs,2019-10-03,CC118λPir,1201,pSeva231,500
Huseyin2019-10-03.0011.fcs,2019-10-03,CC118λPir,1201,pSeva231,1000
Huseyin2019-10-03.0012.fcs,2019-10-03,CC118λPir,1201,pSeva231,2000
Huseyin2019-10-03.0013.fcs,2019-10-03,CC118λPir,1717,pSeva231,0
Huseyin2019-10-03.0014.fcs,2019-10-03,CC118λPir,1717,pSeva231,5
Huseyin2019-10-03.0015.fcs,2019-10-03,CC118λPir,1717,pSeva231,10
Huseyin2019-10-03.0016.fcs,2019-10-03,CC118λPir,1717,pSeva231,20
Huseyin2019-10-03.0017.fcs,2019-10-03,CC118λPir,1717,pSeva231,30
Huseyin2019-10-03.0018.fcs,2019-10-03,CC118λPir,1717,pSeva231,40
Huseyin2019-10-03.0019.fcs,2019-10-03,CC118λPir,1717,pSeva231,70
Huseyin2019-10-03.0020.fcs,2019-10-03,CC118λPir,1717,pSeva231,100
Huseyin2019-10-03.0021.fcs,2019-10-03,CC118λPir,1717,pSeva231,200
Huseyin2019-10-03.0022.fcs,2019-10-03,CC118λPir,1717,pSeva231,500
Huseyin2019-10-03.0023.fcs,2019-10-03,CC118λPir,1717,pSeva231,1000
Huseyin2019-10-03.0024.fcs,2019-10-03,CC118λPir,1717,pSeva231,2000
Huseyin2019-10-03.0025.fcs,2019-10-03,CC118λPir,1818,pSeva231,0
Huseyin2019-10-03.0026.fcs,2019-10-03,CC118λPir,1818,pSeva231,5
Huseyin2019-10-03.0027.fcs,2019-10-03,CC118λPir,1818,pSeva231,10
Huseyin2019-10-03.0028.fcs,2019-10-03,CC118λPir,1818,pSeva231,20
Huseyin2019-10-03.0029.fcs,2019-10-03,CC118λPir,1818,pSeva231,30
Huseyin2019-10-03.0030.fcs,2019-10-03,CC118λPir,1818,pSeva231,40
Huseyin2019-10-03.0031.fcs,2019-10-03,CC118λPir,1818,pSeva231,70
Huseyin2019-10-03.0032.fcs,2019-10-03,CC118λPir,1818,pSeva231,100
Huseyin2019-10-03.0033.fcs,2019-10-03,CC118λPir,1818,pSeva231,200
Huseyin2019-10-03.0034.fcs,2019-10-03,CC118λPir,1818,pSeva231,500
Huseyin2019-10-03.0035.fcs,2019-10-03,CC118λPir,1818,pSeva231,1000
Huseyin2019-10-03.0036.fcs,2019-10-03,CC118λPir,1818,pSeva231,2000
Huseyin2019-10-03.0037.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,0
Huseyin2019-10-03.0038.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,5
Huseyin2019-10-03.0039.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,10
Huseyin2019-10-03.0040.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,20
Huseyin2019-10-03.0041.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,30
Huseyin2019-10-03.0042.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,40
Huseyin2019-10-03.0043.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,70
Huseyin2019-10-03.0044.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,100
Huseyin2019-10-03.0045.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,200
Huseyin2019-10-03.0046.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,500
Huseyin2019-10-03.0047.fcs,2019-10-03,CC118λPir,AmeR-F1,pSeva231,1000
