,filename,date,strain,plasmid,backbone,iptg_concentration,median
759,Huseyin2019-09-26.0188.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,20,0.9637896418571472
760,Huseyin2019-09-26.0189.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,30,0.8670730590820312
761,Huseyin2019-09-26.0190.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,40,0.9548438191413879
762,Huseyin2019-09-26.0191.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,70,0.5542412996292114
763,Huseyin2019-09-26.0192.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,100,0.9900916814804077
764,Huseyin2019-09-26.0193.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,200,0.9314551949501038
765,Huseyin2019-09-26.0194.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,500,0.9166151285171509
766,Huseyin2019-09-26.0195.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,1000,0.9001469612121582
767,Huseyin2019-09-26.0196.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,2000,0.9549269676208496
768,Huseyin2019-09-26.0201.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,0,1.4990335702896118
769,Huseyin2019-09-26.0202.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,5,0.9696844816207886
770,Huseyin2019-09-26.0203.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,10,1.0649100542068481
771,Huseyin2019-09-26.0204.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,20,1.321686029434204
772,Huseyin2019-09-26.0205.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,30,1.192021369934082
773,Huseyin2019-09-26.0206.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,40,1.0833828449249268
774,Huseyin2019-09-26.0207.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,70,1.248015284538269
775,Huseyin2019-09-26.0208.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,100,1.1770639419555664
776,Huseyin2019-09-26.0209.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,200,0.626102864742279
777,Huseyin2019-09-26.0210.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,500,0.6452469825744629
778,Huseyin2019-09-26.0211.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,1000,0.604201078414917
779,Huseyin2019-09-26.0212.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,2000,0.6515757441520691
780,Huseyin2019-09-26.0213.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,0,0.8458086252212524
781,Huseyin2019-09-26.0214.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,5,0.8357272744178772
782,Huseyin2019-09-26.0215.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,10,0.7896886467933655
783,Huseyin2019-09-26.0216.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,20,0.830715537071228
784,Huseyin2019-09-26.0217.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,30,0.8240947723388672
785,Huseyin2019-09-26.0218.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,40,0.8164159059524536
786,Huseyin2019-09-26.0219.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,70,1.068176031112671
787,Huseyin2019-09-26.0220.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,100,0.708464503288269
788,Huseyin2019-09-26.0221.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,200,0.5683921575546265
789,Huseyin2019-09-26.0222.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,500,0.587407648563385
790,Huseyin2019-09-26.0223.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,1000,0.5528686046600342
791,Huseyin2019-09-26.0224.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,2000,0.5835307240486145
792,Huseyin2019-09-26.0225.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,0,1.9177055358886719
793,Huseyin2019-09-26.0226.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,5,1.1839839220046997
794,Huseyin2019-09-26.0227.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,10,0.8684898614883423
795,Huseyin2019-09-26.0228.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,20,0.826023519039154
796,Huseyin2019-09-26.0229.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,30,0.8013806939125061
797,Huseyin2019-09-26.0230.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,40,0.8100146055221558
798,Huseyin2019-09-26.0231.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,70,0.8003191351890564
799,Huseyin2019-09-26.0232.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,100,0.8248061537742615
800,Huseyin2019-09-26.0233.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,200,0.8292796611785889
801,Huseyin2019-09-26.0234.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,500,0.8414105772972107
802,Huseyin2019-09-26.0235.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,1000,0.8584386706352234
803,Huseyin2019-09-26.0236.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,2000,0.9163535237312317
804,Huseyin2019-09-26.0237.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,0,0.9880287051200867
805,Huseyin2019-09-26.0238.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,5,0.8393104076385498
806,Huseyin2019-09-26.0239.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,10,0.8596515655517578
807,Huseyin2019-09-26.0240.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,20,0.8594799041748047
808,Huseyin2019-09-26.0241.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,30,0.8316326141357422
809,Huseyin2019-09-26.0242.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,40,0.8369441032409668
810,Huseyin2019-09-26.0243.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,70,0.8502699136734009
811,Huseyin2019-09-26.0244.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,100,0.8453457355499268
812,Huseyin2019-09-26.0245.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,200,0.8590214252471924
813,Huseyin2019-09-26.0246.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,500,0.8680582046508789
814,Huseyin2019-09-26.0247.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,1000,0.8525319695472717
815,Huseyin2019-09-26.0248.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,2000,0.9239429831504822
816,Huseyin2019-09-26.0249.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,0,4.997312545776367
817,Huseyin2019-09-26.0250.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,5,2.5159568786621094
818,Huseyin2019-09-26.0251.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,10,1.918923020362854
819,Huseyin2019-09-26.0252.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,20,0.9329893589019775
820,Huseyin2019-09-26.0253.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,30,0.8275623917579651
821,Huseyin2019-09-26.0254.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,40,0.8542098999023438
822,Huseyin2019-09-26.0255.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,70,0.8071370720863342
823,Huseyin2019-09-26.0256.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,100,0.8397262692451477
824,Huseyin2019-09-26.0257.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,200,0.8492101430892944
825,Huseyin2019-09-26.0258.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,500,0.8338414430618286
826,Huseyin2019-09-26.0259.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,1000,0.8241070508956909
827,Huseyin2019-09-26.0260.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,2000,0.8854939341545105
828,Huseyin2019-09-26.0261.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,0,3.549190044403076
829,Huseyin2019-09-26.0262.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,5,2.828704595565796
830,Huseyin2019-09-26.0263.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,10,2.1076738834381104
831,Huseyin2019-09-26.0264.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,20,1.2824790477752686
832,Huseyin2019-09-26.0265.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,30,0.9541135430335999
833,Huseyin2019-09-26.0266.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,40,0.9271811246871948
834,Huseyin2019-09-26.0267.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,70,0.848821759223938
835,Huseyin2019-09-26.0268.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,100,0.8472070693969727
836,Huseyin2019-09-26.0269.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,200,0.846352219581604
837,Huseyin2019-09-26.0270.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,500,0.841295599937439
838,Huseyin2019-09-26.0271.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,1000,0.8399356603622437
839,Huseyin2019-09-26.0272.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,2000,0.8634309768676758
840,Huseyin2019-09-26.0273.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,0,3.959580898284912
841,Huseyin2019-09-26.0274.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,5,2.394605875015259
842,Huseyin2019-09-26.0275.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,10,1.8315502405166626
843,Huseyin2019-09-26.0276.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,20,1.1929116249084473
844,Huseyin2019-09-26.0277.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,30,0.9331315159797668
845,Huseyin2019-09-26.0278.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,40,0.8804053068161011
846,Huseyin2019-09-26.0279.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,70,0.8857529759407043
847,Huseyin2019-09-26.0280.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,100,0.8847648501396179
848,Huseyin2019-09-26.0281.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,200,0.8168048858642578
849,Huseyin2019-09-26.0282.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,500,0.866247296333313
850,Huseyin2019-09-26.0283.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,1000,0.8843952417373657
851,Huseyin2019-09-26.0284.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,2000,0.8773984313011169
852,Huseyin2019-09-26.0285.fcs,2019-09-26,DH5α,Empty,Empty,0,0.5406889319419861
853,Huseyin2019-09-26.0286.fcs,2019-09-26,DH5α,Empty,Empty,5,0.5365471839904785
864,Huseyin2019-09-27.0001.fcs,2019-09-27,CC118λPir,1201,pSeva221,0,0.6881556510925293
865,Huseyin2019-09-27.0002.fcs,2019-09-27,CC118λPir,1201,pSeva221,5,0.6865565776824951
866,Huseyin2019-09-27.0003.fcs,2019-09-27,CC118λPir,1201,pSeva221,10,0.6832818984985352
867,Huseyin2019-09-27.0004.fcs,2019-09-27,CC118λPir,1201,pSeva221,20,0.6767004132270813
868,Huseyin2019-09-27.0005.fcs,2019-09-27,CC118λPir,1201,pSeva221,30,0.6639373302459717
869,Huseyin2019-09-27.0006.fcs,2019-09-27,CC118λPir,1201,pSeva221,40,0.6658514142036438
870,Huseyin2019-09-27.0007.fcs,2019-09-27,CC118λPir,1201,pSeva221,70,0.6621154546737671
871,Huseyin2019-09-27.0008.fcs,2019-09-27,CC118λPir,1201,pSeva221,100,0.6697016954421997
872,Huseyin2019-09-27.0009.fcs,2019-09-27,CC118λPir,1201,pSeva221,200,0.6606252789497375
873,Huseyin2019-09-27.0010.fcs,2019-09-27,CC118λPir,1201,pSeva221,500,0.6799337863922119
874,Huseyin2019-09-27.0011.fcs,2019-09-27,CC118λPir,1201,pSeva221,1000,0.6873942613601685
875,Huseyin2019-09-27.0012.fcs,2019-09-27,CC118λPir,1201,pSeva221,2000,0.684247612953186
876,Huseyin2019-09-27.0013.fcs,2019-09-27,CC118λPir,1717,pSeva221,0,0.7780279517173767
877,Huseyin2019-09-27.0014.fcs,2019-09-27,CC118λPir,1717,pSeva221,5,0.8300661444664001
878,Huseyin2019-09-27.0015.fcs,2019-09-27,CC118λPir,1717,pSeva221,10,0.7755542397499084
879,Huseyin2019-09-27.0016.fcs,2019-09-27,CC118λPir,1717,pSeva221,20,0.7323843240737915
880,Huseyin2019-09-27.0017.fcs,2019-09-27,CC118λPir,1717,pSeva221,30,0.7465977668762207
881,Huseyin2019-09-27.0018.fcs,2019-09-27,CC118λPir,1717,pSeva221,40,0.7528040409088135
882,Huseyin2019-09-27.0019.fcs,2019-09-27,CC118λPir,1717,pSeva221,70,0.7873843908309937
883,Huseyin2019-09-27.0020.fcs,2019-09-27,CC118λPir,1717,pSeva221,100,0.7346762418746948
884,Huseyin2019-09-27.0021.fcs,2019-09-27,CC118λPir,1717,pSeva221,200,0.7463378310203552
885,Huseyin2019-09-27.0022.fcs,2019-09-27,CC118λPir,1717,pSeva221,500,0.7331678867340088
886,Huseyin2019-09-27.0023.fcs,2019-09-27,CC118λPir,1717,pSeva221,1000,0.7363706827163696
887,Huseyin2019-09-27.0024.fcs,2019-09-27,CC118λPir,1717,pSeva221,2000,0.8573957085609436
888,Huseyin2019-09-27.0025.fcs,2019-09-27,CC118λPir,1818,pSeva221,0,0.659035861492157
889,Huseyin2019-09-27.0026.fcs,2019-09-27,CC118λPir,1818,pSeva221,5,0.6522595882415771
890,Huseyin2019-09-27.0027.fcs,2019-09-27,CC118λPir,1818,pSeva221,10,0.665334939956665
891,Huseyin2019-09-27.0028.fcs,2019-09-27,CC118λPir,1818,pSeva221,20,0.6708602905273438
892,Huseyin2019-09-27.0029.fcs,2019-09-27,CC118λPir,1818,pSeva221,30,0.6898139119148254
893,Huseyin2019-09-27.0030.fcs,2019-09-27,CC118λPir,1818,pSeva221,40,0.7079506516456604
894,Huseyin2019-09-27.0031.fcs,2019-09-27,CC118λPir,1818,pSeva221,70,0.8198583126068115
895,Huseyin2019-09-27.0032.fcs,2019-09-27,CC118λPir,1818,pSeva221,100,0.8412545919418335
896,Huseyin2019-09-27.0033.fcs,2019-09-27,CC118λPir,1818,pSeva221,200,0.9700402617454529
897,Huseyin2019-09-27.0034.fcs,2019-09-27,CC118λPir,1818,pSeva221,500,1.1933821439743042
898,Huseyin2019-09-27.0035.fcs,2019-09-27,CC118λPir,1818,pSeva221,1000,1.2527308464050293
899,Huseyin2019-09-27.0036.fcs,2019-09-27,CC118λPir,1818,pSeva221,2000,1.4725335836410522
900,Huseyin2019-09-27.0037.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,0,1.880420207977295
901,Huseyin2019-09-27.0038.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,5,1.6153666973114014
902,Huseyin2019-09-27.0039.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,10,1.8248355388641357
903,Huseyin2019-09-27.0040.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,20,1.1504380702972412
904,Huseyin2019-09-27.0041.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,30,1.2289961576461792
905,Huseyin2019-09-27.0042.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,40,1.3728134632110596
906,Huseyin2019-09-27.0043.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,70,0.9618197679519653
907,Huseyin2019-09-27.0044.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,100,0.9338896870613098
908,Huseyin2019-09-27.0045.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,200,0.7684928178787231
909,Huseyin2019-09-27.0046.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,500,0.7757958769798279
910,Huseyin2019-09-27.0047.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,1000,0.8242174386978149
911,Huseyin2019-09-27.0048.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,2000,0.8742416501045227
912,Huseyin2019-09-27.0049.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,0,1.5314322710037231
913,Huseyin2019-09-27.0050.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,5,0.8255771994590759
914,Huseyin2019-09-27.0051.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,10,0.7072553038597107
915,Huseyin2019-09-27.0052.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,20,0.6649028658866882
916,Huseyin2019-09-27.0053.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,30,0.6650619506835938
917,Huseyin2019-09-27.0054.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,40,0.6539037823677063
918,Huseyin2019-09-27.0055.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,70,0.6478350162506104
919,Huseyin2019-09-27.0056.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,100,0.6646465063095093
920,Huseyin2019-09-27.0057.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,200,0.6500138640403748
921,Huseyin2019-09-27.0058.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,500,0.649143397808075
922,Huseyin2019-09-27.0059.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,1000,0.6407164335250854
923,Huseyin2019-09-27.0060.fcs,2019-09-27,CC118λPir,AmtR-A1,pSeva221,2000,0.6599395275115967
924,Huseyin2019-09-27.0061.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,0,1.7630283832550049
925,Huseyin2019-09-27.0062.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,5,1.2970671653747559
926,Huseyin2019-09-27.0063.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,10,0.9419742226600647
927,Huseyin2019-09-27.0064.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,20,0.7719306349754333
928,Huseyin2019-09-27.0065.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,30,0.7090256214141846
929,Huseyin2019-09-27.0066.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,40,0.6843805313110352
930,Huseyin2019-09-27.0067.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,70,0.6720707416534424
931,Huseyin2019-09-27.0068.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,100,0.6605324745178223
932,Huseyin2019-09-27.0069.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,200,0.6535776257514954
933,Huseyin2019-09-27.0070.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,500,0.6665520071983337
934,Huseyin2019-09-27.0071.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,1000,0.6544867753982544
935,Huseyin2019-09-27.0072.fcs,2019-09-27,CC118λPir,BetI-E1,pSeva221,2000,0.6731913089752197
936,Huseyin2019-09-27.0073.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,0,0.7018373012542725
937,Huseyin2019-09-27.0074.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,5,0.6780449151992798
938,Huseyin2019-09-27.0075.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,10,0.6729034185409546
939,Huseyin2019-09-27.0076.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,20,0.6728432774543762
940,Huseyin2019-09-27.0077.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,30,0.6968408226966858
941,Huseyin2019-09-27.0078.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,40,0.7034370303153992
942,Huseyin2019-09-27.0079.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,70,0.7266327142715454
943,Huseyin2019-09-27.0080.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,100,0.7191917896270752
944,Huseyin2019-09-27.0081.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,200,0.6938711404800415
945,Huseyin2019-09-27.0082.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,500,0.6926330327987671
946,Huseyin2019-09-27.0083.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,1000,0.6682766079902649
947,Huseyin2019-09-27.0084.fcs,2019-09-27,CC118λPir,BM3R1-B1,pSeva221,2000,0.6923636794090271
948,Huseyin2019-09-27.0085.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,0,0.6772595047950745
949,Huseyin2019-09-27.0086.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,5,0.6589516401290894
950,Huseyin2019-09-27.0087.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,10,0.6779609322547913
951,Huseyin2019-09-27.0088.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,20,0.6801840662956238
952,Huseyin2019-09-27.0089.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,30,0.7196645140647888
953,Huseyin2019-09-27.0090.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,40,0.5462741851806641
954,Huseyin2019-09-27.0091.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,70,0.5095963478088379
955,Huseyin2019-09-27.0092.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,100,0.5595117211341858
956,Huseyin2019-09-27.0093.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,200,0.5051791667938232
957,Huseyin2019-09-27.0094.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,500,0.7338837385177612
958,Huseyin2019-09-27.0095.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,1000,0.6697540283203125
959,Huseyin2019-09-27.0096.fcs,2019-09-27,CC118λPir,BM3R1-B2,pSeva221,2000,0.6745903491973877
960,Huseyin2019-09-27.0101.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,0,0.8013544082641602
961,Huseyin2019-09-27.0102.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,5,0.6995019316673279
962,Huseyin2019-09-27.0103.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,10,0.7243123054504395
963,Huseyin2019-09-27.0104.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,20,0.6909542083740234
964,Huseyin2019-09-27.0105.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,30,0.6653525829315186
965,Huseyin2019-09-27.0106.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,40,0.6651409268379211
966,Huseyin2019-09-27.0107.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,70,0.6499832272529602
967,Huseyin2019-09-27.0108.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,100,0.649590015411377
968,Huseyin2019-09-27.0109.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,200,0.6431235074996948
969,Huseyin2019-09-27.0110.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,500,0.652387797832489
970,Huseyin2019-09-27.0111.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,1000,0.6333845257759094
971,Huseyin2019-09-27.0112.fcs,2019-09-27,CC118λPir,BM3R1-B3,pSeva221,2000,0.6517461538314819
972,Huseyin2019-09-27.0113.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,0,0.6669903993606567
973,Huseyin2019-09-27.0114.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,5,0.6448917984962463
974,Huseyin2019-09-27.0115.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,10,0.6450923681259155
975,Huseyin2019-09-27.0116.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,20,0.6431235074996948
976,Huseyin2019-09-27.0117.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,30,0.6463466882705688
977,Huseyin2019-09-27.0118.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,40,0.6587666869163513
978,Huseyin2019-09-27.0119.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,70,0.6351745128631592
979,Huseyin2019-09-27.0120.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,100,0.6385348439216614
980,Huseyin2019-09-27.0121.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,200,0.6429006457328796
981,Huseyin2019-09-27.0122.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,500,0.6520081758499146
982,Huseyin2019-09-27.0123.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,1000,0.6525689363479614
983,Huseyin2019-09-27.0124.fcs,2019-09-27,CC118λPir,HIyIIR-H1,pSeva221,2000,0.671777069568634
984,Huseyin2019-09-27.0125.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,0,1.1345622539520264
985,Huseyin2019-09-27.0126.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,5,0.9089972972869873
986,Huseyin2019-09-27.0127.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,10,0.7964606285095215
987,Huseyin2019-09-27.0128.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,20,0.738745391368866
988,Huseyin2019-09-27.0129.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,30,0.6770261526107788
989,Huseyin2019-09-27.0130.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,40,0.6601333618164062
990,Huseyin2019-09-27.0131.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,70,0.6635422110557556
991,Huseyin2019-09-27.0132.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,100,0.6591981649398804
992,Huseyin2019-09-27.0133.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,200,0.6454000473022461
993,Huseyin2019-09-27.0134.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,500,0.6516544222831726
994,Huseyin2019-09-27.0135.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,1000,0.6547107100486755
995,Huseyin2019-09-27.0136.fcs,2019-09-27,CC118λPir,lcaRA-I1,pSeva221,2000,0.6951139569282532
996,Huseyin2019-09-27.0137.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,0,0.8394492268562317
997,Huseyin2019-09-27.0138.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,5,0.6878545880317688
998,Huseyin2019-09-27.0139.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,10,0.6718930602073669
999,Huseyin2019-09-27.0140.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,20,0.6608824729919434
1000,Huseyin2019-09-27.0141.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,30,0.6846777200698853
1001,Huseyin2019-09-27.0142.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,40,0.6712490916252136
1002,Huseyin2019-09-27.0143.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,70,0.6977289319038391
1003,Huseyin2019-09-27.0144.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,100,0.7015975117683411
1004,Huseyin2019-09-27.0145.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,200,0.6609567403793335
1005,Huseyin2019-09-27.0146.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,500,0.6700518727302551
1006,Huseyin2019-09-27.0147.fcs,2019-09-27,CC118λPir,LitR-L1,pSeva221,1000,0.6736717224121094
